,full_text,lang,retweet_count,created_at,source,reply_screen_name,reply_followers_count,reply_friends_count,reply_statuses_count,reply_favourites_count,reply_created_at,reply_full_text,reply_retweet_count,reply_favorite_count
211,RT @UniCredit_PR: #Appathon2016: in #fintech we are part of an ecosystem. Important to cope with 18.5mln of developers in the world https:/…,en,21,Wed Jul 20 09:59:33 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
212,RT @UniCredit_PR: #Appathon2016: let's start in #Milan. The initiative part of a big investment in #innovation: 1.2bn€ in 3 years https://t…,en,3,Wed Jul 20 09:52:01 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
213,RT @UniCredit_PR: #appathon2016: #live from Milan the final of the #fintech competition for #startups and #SMEs https://t.co/pG6mLUDeAS,en,15,Wed Jul 20 09:50:45 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
214,"Paolo Iannone, Deputy CEO at UniCredit Bank: ""Over the last 5 years we have grown by 70 %."" https://t.co/yVCN99zz35",en,1,Wed Jun 08 11:46:38 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
215,"Carlo Vivaldi pro Web4Trader: ""Letos ve všech státech střední a východní Evropy očekáváme růst a to o 1,3 procenta."" https://t.co/yUo0jCSIGP",cs,0,Thu May 12 13:40:36 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
216,"@hincanet Dear Martin, unfortunately we cannot provide you the full statement here. Please, follow the link below: https://t.co/15H0ctipag",en,0,Mon May 02 15:54:48 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",hincanet,16,31,34,16,Mon May 02 12:43:17 +0000 2016,"Crying shame on @UniCredit_CZSK: Small client has €89K stolen from online banking. No alarm, no refund https://t.co/A2G7rgoEWL @UniCredit_PR",2,2
217,Už jen týden zbývá do Volkswagen Maraton Praha a my jako oficiální partner @RunCzech budeme opět u toho! https://t.co/ir63BIkasy,cs,0,Sun May 01 09:31:47 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
218,Ve dvou živých vstupech v 7.55 a 8.25. Dívejte se. ;),cs,0,Mon Apr 18 18:58:41 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UniCredit_CZSK,2001,115,704,156,Mon Apr 18 18:56:34 +0000 2016,Už pozítří prozradí náš tiskový mluvčí Petr Plocek ve Snídani s Novou ty nejlepší rady v oblasti půjček a hypoték. https://t.co/lnF30EBEjB,0,1
219,Už pozítří prozradí náš tiskový mluvčí Petr Plocek ve Snídani s Novou ty nejlepší rady v oblasti půjček a hypoték. https://t.co/lnF30EBEjB,cs,0,Mon Apr 18 18:56:34 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
220,"@OndraPariz Dobrý den, Ondřeji, za výpad se velice omlouváme. Vše již běží, jak má :)",cs,0,Mon Mar 07 15:11:12 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OndraPariz,21,51,86,825,Mon Mar 07 09:14:33 +0000 2016,@UniCredit_CZSK má v pondělí zavřeno... https://t.co/0evxKyNbo4,0,0
221,"@alesfucik Dobrý den, Aleši, s tímto tvrzením velice rázně nesouhlasíme. Mohl byste nám vysvětlit důvod, proč si to myslíte?",cs,0,Mon Mar 07 15:10:12 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",alesfucik,34,129,483,5234,Fri Mar 04 09:24:22 +0000 2016,Nikdy bych nevěřil jací jsou v @UniCredit_CZSK podvodníci....,0,0
222,"RT @Bonnetcz: @UniCredit_CZSK přichází s novým produktem PRESTO Půjčka na bydlení - sazby od 4,9% p.a., úvěr bez zástavy. #úvěrnabydlení #p…",cs,1,Mon Feb 29 19:10:21 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
223,"@DigiSeaSky24 Dobrý den, proč myslíte?",cs,0,Mon Feb 29 19:10:04 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
224,"@BoBMarvan Ale to určitě né :) Máme radost, že máte radost.",cs,0,Mon Feb 29 19:08:28 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BoBMarvan,2231,323,23639,26638,Wed Feb 03 20:19:22 +0000 2016,"Chtěl jsem udělat @UniCredit_CZSK radost, když jí udělali oni mě, ale oni řekli NE https://t.co/by2RZvY1vO",0,3
225,"@OndraPariz @QRPlatba Dobrý den, Ondřeji, díky za upozornění. Předáme kolegům na technické. Problémy přetrvávají?",cs,0,Mon Feb 29 19:07:35 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OndraPariz,21,51,86,825,Wed Feb 03 12:18:34 +0000 2016,"@UniCredit_CZSK Android app generuje nevalidní QR, neprochází validátorem @QRPlatba a některé readery je neberou https://t.co/0mdLbApbYG",0,0
226,"@ifaiki Dobrý den, Ivo, o co přesně jde? Nejsme schopni z tohoto screenshotu říct.",cs,0,Mon Feb 29 19:06:12 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ifaiki,40,21,27,1528,Wed Jan 27 07:48:44 +0000 2016,"@UniCredit_CZSK #internetbanking Website. Desktop. Mobile. App. Paolo Iannone, let's make it right. #ux #uxfail. https://t.co/lIxpLJ38Qz",0,2
227,"@pavelkubelka O nedokonalostech víme, pracujeme na zlepšení ;)",cs,0,Mon Feb 29 19:04:37 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelkubelka,116,239,6835,12336,Wed Jan 20 16:06:11 +0000 2016,V @UniCredit_CZSK zrejme nikdo necte recenze. Jinak uz by aplikace #UniCredit #SmartBanking vypadala uplne jinak :(( https://t.co/5zeiqT0I6D,0,0
228,"@PGernat Momentálně ne, avšak v budoucnu určitě plánujeme tuto možnost i na Slovensko :)",cs,0,Mon Feb 29 19:04:13 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PGernat,80,390,2018,711,Tue Jan 12 12:43:45 +0000 2016,@UniCredit_CZSK zdravim:) budem si moct refinancovat hypoteku v SR online v jari tak ako Cesi?,0,0
229,"@slecnaboruvkova @Brumbalova Kdykoliv, cokoliv :)",cs,0,Mon Feb 29 19:03:33 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
230,@BankDirectory Thanks! :),en,0,Mon Feb 29 19:02:42 +0000 2016,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BankDirectory,589,2091,68613,4349,Sun Jan 03 20:57:49 +0000 2016,@UniCredit_CZSK Good day UniCredit! Great to have you on The Bank Directory https://t.co/YN7i6FWqdb,0,0
231,"@hairballandall Dobrý den, o ničem takovém nevíme :( Co máte na mysli?",cs,0,Fri Oct 16 14:03:29 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
232,@jmtcz Thank you for the information. We will find out the details and arrange a remedy. We are very sorry.,en,0,Tue Oct 13 17:31:08 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmtcz,1251,319,8476,4077,Tue Oct 13 15:13:16 +0000 2015,@UniCredit_CZSK Nam Rep. Credit card expiring so needed new one. Bad attitudes and no help. Should be simple. Member since it was BACA.,0,0
233,"@jmtcz This makes us very sad. What was the branch, please?",en,0,Tue Oct 13 14:26:45 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmtcz,1251,319,8476,4077,Tue Oct 13 11:08:03 +0000 2015,It's too bad @UniCredit_CZSK doesn't know the value of customer experience. Everytime I visit a branch I leave frustrated. #banking #czech,0,0
234,@hairballandall Není zač! Hezký den a skvělý víkend :),cs,0,Fri Oct 09 06:49:26 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
235,"@hairballandall nemožnost vkladu byla způsobena zaplněním vkladové kazety. ATM je velmi frekventovaný, situace může nastat. Omlouváme se.",cs,0,Thu Oct 08 08:35:34 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
236,@hairballandall kolegové ověřili ATM a je v pořádku funkční. Dnes je tedy možné vkládat hotovost.,cs,0,Thu Oct 08 08:33:10 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
237,"@hairballandall mrzí nás tato nepříjemnost, určitě zjistíme kde nastal problém a budeme Vás informovat. Prosíme o strpení, předem děkujeme.",cs,0,Wed Oct 07 11:31:29 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
238,"@lukaskrejca Pracujeme neustále na zlepšeních, některé přijdou dříve, na některé dojde později. Připomínku předáme dále. :) Hezký víkend",cs,0,Sat Oct 03 07:21:42 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lukaskrejca,760,260,2851,686,Fri Oct 02 18:32:57 +0000 2015,"@UniCredit_CZSK ano a stále platí, že v roce 2015, kdy to většina bank umí přes online banking změnit na tři kliknutí, je to silenost.",0,0
239,"@DanielHrbac @spazef0rze Děkujeme, podíváme se na to a dáme vědět. :-) Hezký víkend",cs,0,Sat Oct 03 07:16:07 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DanielHrbac,93,646,4361,3274,Fri Oct 02 12:50:14 +0000 2015,@UniCredit_CZSK @spazef0rze je to W10_x64 a Firefox 41.0.1,0,0
240,"@DanielHrbac @spazef0rze Můžete nám poslat, jaký prohlížeč a v jaké verzi používate? :-)",cs,0,Fri Oct 02 12:44:55 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DanielHrbac,93,646,4361,3274,Fri Oct 02 09:45:13 +0000 2015,"To takhle platím v @unicredit_czsk prikazy a zatuhne pocitac. restart natvrdo,pustim prohlizec a sup,jsem zpet  a prihlaseny @spazef0rze",0,0
241,"@DanielHrbac @spazef0rze Děkujeme za upozornění, předáme dále.",cs,0,Fri Oct 02 12:40:43 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DanielHrbac,93,646,4361,3274,Fri Oct 02 09:45:13 +0000 2015,"To takhle platím v @unicredit_czsk prikazy a zatuhne pocitac. restart natvrdo,pustim prohlizec a sup,jsem zpet  a prihlaseny @spazef0rze",0,0
242,"@lukaskrejca  Pokud měníte limity často, doporučujeme Konto PREMIUM, kde kromě řady výhod máte i změny limitů zdarma https://t.co/bUUpEbpGR4",cs,0,Fri Oct 02 12:40:13 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lukaskrejca,760,260,2851,686,Thu Oct 01 19:23:58 +0000 2015,"Změna limitu karty nebo změna pin u @UniCredit_CZSK horor. Za obojí poplatek 100 kč, online to samozřejmě nejde. Silenost.",0,0
243,"@lukaskrejca Zdravíme, Lukáši, limit na kreditní kartě lze měnit i přes naší zákaznickou linku. Limit debetní karty bohužel jen na pobočce.",cs,0,Fri Oct 02 12:37:42 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lukaskrejca,760,260,2851,686,Thu Oct 01 19:23:58 +0000 2015,"Změna limitu karty nebo změna pin u @UniCredit_CZSK horor. Za obojí poplatek 100 kč, online to samozřejmě nejde. Silenost.",0,0
244,"@jslabina @tyinternety Dobrý den, Jakube, stačí zavolat na bezplatnou klientskou linku 800 122 221. Hezký den! :)",cs,0,Mon Sep 21 10:25:19 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
245,"@dv_comedy Dobrý den, pracujeme za updatu, který by tuto možnost měl v budoucnu povolit. Za případné nepříjemnosti se omlouváme.",cs,0,Mon Sep 21 10:24:44 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dv_comedy,87,381,1046,3278,Fri Sep 18 14:38:20 +0000 2015,"Na infolince @UniCredit_CZSK mi prave sdelili, ze smartbanking nemohu mit zaroven na iphone a ipadu - a neni to bug, je to feature. #skvely",0,0
246,@jackal007 I my Vám přejeme krásné čtvrteční dopoledne :),cs,0,Thu Sep 10 08:27:50 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Thu Sep 10 08:27:03 +0000 2015,@UniCredit_CZSK jste se v září zase probudili? Tak přeju dobré ráno ;),0,0
247,"@jackal007 Dobrý den, Zdeňku, my tu i nadále jsme! :)",cs,0,Thu Sep 10 08:20:22 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jackal007,1688,395,71757,66408,Tue Sep 08 14:10:08 +0000 2015,"A koukám, že dříve moje, dříve komunikující @UniCredit_CZSK je aktuálně taky mrtvá. Tak sympaticky vypadala!",0,1
248,"@slecnaboruvkova (2/2) Pro zjištění konkrétních parametrů, prosíme, zavolejte na Infolinku nebo se spojte se svým bankéřem. Hezký den.",cs,0,Thu Sep 10 08:19:33 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
249,"@slecnaboruvkova (2/1) Přejeme ještě jednou hezký den, sankční úrok byl pravděpodobně způsoben tím, že účet byl několik dní v mínusu.",cs,0,Thu Sep 10 08:19:00 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
250,@slecnaboruvkova Děkujeme! Přepošleme na experta a dáme Vám vědět. Hezký den.,cs,0,Thu Sep 10 06:45:57 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
251,"@slecnaboruvkova Dobrý den, napište nám do zprávy podrobnosti a ihned to vyřešíme :) Hezký den.",cs,0,Tue Sep 08 15:14:05 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
252,"@pavelkubelka @Ceskasporitelna Díky za tip, Palve! Snažíme se poskytovat našim zákazníkům nejlepší péči a neustále se snažíme zlepšovat. :)",cs,0,Sun Sep 06 09:10:22 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pavelkubelka,116,239,6835,12336,Mon Aug 31 09:05:16 +0000 2015,"@Ceskasporitelna to je servis. Mozna namet pro @UniCredit_CZSK, jak zlepsit komunikaci.",0,1
253,"@LukasSochor  Mohl byste nám napsat PM, abychom mohli tento problém vyřešit? :)",cs,0,Sun Sep 06 09:09:10 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LukasSochor,73,521,693,1578,Sun Sep 06 05:43:59 +0000 2015,"@UniCredit_CZSK dobrý den, je to podnět číslo 41332 ;)",0,0
254,"@LukasSochor Dobrý den, mohl byste prosím upřesnit váš dotaz? Klidně nám napište PM, tam se vejde více znaků. :)",cs,0,Fri Sep 04 07:04:51 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",LukasSochor,73,521,693,1578,Wed Sep 02 11:41:37 +0000 2015,"@UniCredit_CZSK banko, ocenuji zaslaní nových karet do výroby, které jestě nemame. Nechapu ale zablokovani stavajic http://t.co/aZ1UgixTOx",0,0
255,"@martinsuchan Dobrý den, pracujeme na změnách v mobilní aplikaci a děkujeme za podnět týkající se chyby na WP verzi. :)",cs,0,Fri Sep 04 07:03:54 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",martinsuchan,1237,166,20665,6301,Tue Sep 01 16:40:53 +0000 2015,Funguje vám někomu Unicredit Bank WP appka na Windows 10 Mobile? Tlačítko Hotovo u mě nereaguje @UniCredit_CZSK https://t.co/HNz8u4kC6i,0,0
256,@pavelkubelka @ForbesCesko A tak to má být! :)),cs,0,Fri Sep 04 07:02:39 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",pavelkubelka,116,239,6835,12336,Thu Sep 03 18:07:37 +0000 2015,"Otevru @ForbesCesko, jsem v top tweetech (nedelam to schvalne :)) a k tomu rozhovor s ""mym sefem"", p. Kunertem z @UniCredit_CZSK, diky :)",1,7
257,@PetrN Právě jste popsal výhody U konta :) https://t.co/u7iIX2fj9A,cs,0,Sun Aug 23 19:13:29 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PetrN,1629,713,11188,16382,Sun Aug 16 08:13:40 +0000 2015,"Výběry kdekoli na světě z ATM bez poplatků, vedení bez poplatků #TravelBible #ukazka Účty a karty pro cestovatele http://t.co/OjQ1cMpQ6b",4,18
258,"@tomik89 Dobrý den, od záři můžete očekávat aktualizace našich služeb :)",cs,0,Fri Aug 07 12:17:29 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tomik89,1210,94,6340,201,Sat Aug 01 08:22:11 +0000 2015,"Uff, online banking @UniCredit_CZSK je něco otřesného :( Chystáte změny? Mobilní appka to samé, snad nejhorší z bankovních apps...",1,2
259,"@tomik89 Dobrý den, Tomáši, 3D platby povolíte tím, že zavoláte na Infolinku 800 122 221. Nad zlepšení Online Bankingu pracujeme. Hezký den.",cs,0,Fri Aug 07 12:15:40 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
260,"@tomik89 Dobrý den, na naší mobilní aplikaci a internet bankingu pracujeme. Nyní jsme řešili prioritu bezkontaktních karet. Omlouváme se.",cs,0,Mon Aug 03 12:06:48 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",tomik89,1210,94,6340,201,Mon Aug 03 11:31:03 +0000 2015,Noční (denní) můra jménem Unicredit stále pokračuje. 3D secure platby nelze povolit v online bankingu. Vítejte v roce 2015! @UniCredit_CZSK.,0,1
261,"@ladab Víme. Jde samozřejmě o podvodné e-maily, které trápí nás j ostatní banky. Díky za zprávu :)",cs,0,Fri Jul 24 12:37:00 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",ladab,6566,334,13153,9235,Wed Jul 22 13:08:43 +0000 2015,"@unicredit_czsk Nevím, jestli víte, ale… http://t.co/ps47mOeQQO",0,0
262,@pavelhusek Ano. Přejeme fajn víkend.,cs,0,Fri Jul 24 12:36:05 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",pavelhusek,645,212,21947,13221,Fri Jul 24 11:17:22 +0000 2015,@UniCredit_CZSK Ještě jsem tam nebyl. Bude to možné i příští týden?,0,0
263,"@michatu @GE_Moneybank @jjasanus @komercka Víme o tomto podvodu a děláme co můžeme, aby se to neopakovalo.",cs,0,Fri Jul 24 11:05:55 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",,,,,,,,,
264,@pavelhusek Momentálně vám ji vyměníme zdarma. Už jste byl za svým bankéřem? :),cs,1,Fri Jul 24 11:04:51 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",pavelhusek,645,212,21947,13221,Tue Jul 21 17:59:02 +0000 2015,"Super, @UniCredit_CZSK konečně vydává i bezkontaktní karty. Teď už jenom zjistit, zda ji vymění zdarma, pak už U Konto nebude mít chybu! :)",0,0
265,"Česka se případný #grexit nedotkne. Pokud je ale #Řecko vaše letní destinace, vezměte si s sebou raději hotovost http://t.co/39QO6xl6Xt",cs,1,Thu Jul 02 14:25:50 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
266,@Hanickamaus Bezkontaktní karty začneme vydávat v průběhu července/srpna 2015. Informace o bližším termínu uveřejníme na webu. Hezký den.,cs,0,Tue Jun 23 07:49:36 +0000 2015,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>",Hanickamaus,538,306,2992,578,Mon Jun 22 16:24:38 +0000 2015,"Celkem me prekvapilo, teda spis dost nastvalo, ze nove vydana platebni karta neni automaticky bezkontaktni. Co na to @UniCredit_CZSK?",0,0
267,Ako je #TouchID v mobilnej aplikácii bezpečné? Dozviete sa vo videu od @touchit_sk http://t.co/59Pi11Dghf,und,0,Mon Jun 22 15:53:36 +0000 2015,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,
